超人总动员2
在远方的睡眠国  "In the county of Noddoff...
所有的男孩和女孩  "the Frubbers of Freep...
都要进入甜蜜的梦乡  "are all giving in to the sweet succor of sleep."
我们控制水平线  We will control the horizontal...
我们控制垂直线  we will control the vertical.
那么做和书上的做法不一样吧 爸爸  That's not the way you're supposed to do it, Dad.
他们的标准减法是这样的  They want us to do it this way.
我可不会那样做 难不成数学题还会变么  I don't know that way! Why would they change math?
没事 爸爸    怎么做不是做  It's okay, Dad.    Math is math!
我等妈妈回来我在做  I'll just wait for Mom to get back.
什么  What?
这种难题我都不会做 你妈妈也做不了  She won't understand it any better than I do...
外星界限  The Outer Limits.
在远方的睡眠国  "All over Doozle  Dorf,
所有的男孩和女孩都要睡觉  "the Fribbers of Frupp are going to sleep...
因为孩子们的哈欠连天  "'cause they just can't keep up.
在疲倦的睡眠国 大人也要睡觉了  "All over Doozle  Dorf, Doozles are dozing.
他的眼皮渐渐闭上了 头垂下了  "Eyelids so heavy, they're drooping.
最后 重点是  "Closing! The point is:
到了晚上每个人 每个人都躺在床上  "Everyone, everyone's hitting the sack!
大家都睡得特别香  "Everyone's getting the sleep that they lack."
市长们都喜欢吹嘘自己城市  Mayors often brag about their cities...
我也不例外  and I'm no exception.
必须承认  And I'm willing to admit
新城是唯一一座…  that New Urbem is not the only city...
你确定警察不会来找麻烦吗  Are you sure the police are gonna be okay with this?
确定 你这是在帮他们的忙  Sure. You're making life easy for them.
上次我们给警察帮忙  They still haven't forgiven us
到现在他们还记仇呢  for the last time we made life easy for them.
我认识这边的警察局长 不会有问题的  I know the Chief of Police. There won't be a problem.
恕我直言  With all due respect...
要是上次暗中破坏王的事 你自己去搞定  if you alone had handled the Underminer...
结果会不一样的  things would have been different.
我没有别的意思哦  I'm just saying.
而且工程按照预算 提前完工  ...on budget and ahead of schedule...
欢迎大家观摩悬浮列车  to launch our magnificent new hovertrain.
乘坐它去往你向往的目的地  It can get you where you need to go
而且速度特别快  at ridiculous speeds.
让列车向着美好的未来前进  The future is open for business!
等等 车停下了  Wait. The train has stopped.
开的方向不对  It's going the wrong direction.
车走的方向不对  It's going the wrong way.
我去追  I'm going after it.
列车的速度是160公里  This thing's really moving.
而且还在加速 现在轨道有多长  100 and climbing. How much track is built?
差不多40公里  About 25 miles.
难道没人能让列车停下来吗  No one can shut this thing down?
试过了 不行  They've tried. No  go.
是弹力女超人吗  Is that Elastigirl?
能远程控制么  Overrides?
他们封锁了系统  They're locked out of the system.
能启动保险装置吗    时间不够了  What about a fail  safe?    Not enough time.
有人打电话 我先接一下  Someone's calling! Switching over.
喂 妈妈我找不到运动鞋了  Hey, Mom. I can't find my high  tops
爸爸也找不到  and Dad can't find them either.
但他不愿意打电话问你 所以只能我来问了  But he won't call you and ask, so I am.
别给你妈打电话  Do not call your mother!
小飞 好孩子 我现在不能说话  Dash, honey. Can't talk right now.
找找你床底下 还有多久  Look under your bed, okay. How much time?
不到两分钟  Less than two minutes!
有一条近路 从前面的排气管传过去  There's a shortcut. Cut through the culvert up ahead.
我不知道能不能追上  I don't know if I can stay with it.
那是什么情况  What the heck was that?
大家还好吗 有人受伤吗  Is everybody all right? Is anybody injured?
没事吧  Are you all right?
我看看你在搞什么  Your story better be good.
怎么回事  What happened?
欢迎回来 弹力女超人    屏霸
宝贝 你怎么  Honey, why are you...
别问了 什么也别问  Don't say anything.
小倩 你还好吗  It's Dad. Are you okay?
我没事 我只是现在什么话也不想说  I'm fine. I don't wanna talk about it.
托尼没有联系你吗  Tony didn't even call?
我说了我现在不想说话  I don't wanna talk about it.
宝贝 你    爸  Oh, honey...    Dad!
你要是真为我好你就让我自己待会行不行  If you want me to feel better, then leave me alone.
我求你了  Please?
我跟你说 警察  See, there's nothing
最讨厌的 就是那种失踪儿童案  a cop hates worse than a missing child.
我弟弟的人儿子 今天是他一周岁生日  My kid brother's son. Today is his first birthday.
如果要说有谁  Oh, but if anybody
能找到那个孩子 就是你了 罗曼  can find that child, it's you, Roman.
因为你是一位出色的警察  Because you're a wonderful policeman.
我们来抢劫了  This is a holdup.
把手举起来 转过身去  All right, get your hands up, turn your back.
把两只手举起来  Put your hands behind
抱着头 不许动  your heads and keep them there!
别动  Don't move!
放下 到那边去  Drop that. All right, now get over there.
看紧大门  Watch the door.
你以为我们开玩笑吗  You think I'm kiddin'?
快点  Now.
我说了 快点  I said now!
我搞定了 我跟你说 快点  I got it! Come on, I tell you, come on!
你想死么  You wanna get killed?
不不  No, no, no!
不  No!
不  No, no, no.
不  No, no, no.
不  No, no, no!
你也有 超能力  You have powers!
太好了  Yeah, baby,
你身上一点伤都没有  and there's not a scratch on you!
你是不是直接穿过了门  Did you go through the locked door?
拥有穿墙的能力  Are those your powers?
谁这么厉害能变出好多分身  Who can multiply like rabbits
还能任意穿过…  and go right through any solid...
哦 我的天啊  Oh, my God!
喂    嗨亲爱的  Hello?    Hey, honey.
你没给我打电话  You weren't gonna call me?    Oh, hey!
没打 不是  No. I mean, yes, yeah...
我想打来着  I just didn't wanna wake you.
刚才在院子里发生了很奇特的事  The strangest thing just happened out in the yard.
我是不是把你吵醒了  Sounds like I just woke you up.
没有没有  No, no.
只是 小杰他    他出事了  It's just, Jack  Jack...    He had an accident!
我就知道  I knew it!
我现在就回家 我就不该…  I'm coming home right now! I never should have...
小杰没出事 你就安心工作 别担心  No accident. Stay there and finish your mission.
你不应该  You never should...
什么 你觉得我搞不定家务事么  What? You don't think I can do this?
不不 对不起 我说错了  No, no. Sorry. I misspoke.
你需要我回家吗  Do you need me to come back?
不不不 不用 我能搞定 我这很顺利 一切都好  No, no. No, I've got this. Everything's great.
你刚才说小杰怎么了  What happened with Jack  Jack?
没什么 他非常非常健康  Nothing. He's in excellent health.
那就好  Well, that's good.
小倩的约会怎么样  How was Violet's date?    Uh...
约会是在今天晚上 对吧  That was tonight, right?
挺好  Yes. Good.
没有问题 我很好  All fine and good.
小杰有没有闹 乖乖睡着了么  And Jack  Jack went down with no trouble?
对 没错 是的  Fine, yes, no trouble.
小飞的作业 写完了  And Dash got his homework done?
都写完了  All done.
所以 不是我刚一离开家  So, things haven't spiraled out
就乱成一锅粥了  of control the moment I left?
虽然听起来很不可思议  Amazing as it may seem,
今天我和孩子们并没有出任何问题  it has been quite uneventful in fact.
你情况如何  How about you?
我救了一辆列车  I saved a runaway train!
真是太刺激了  It was so great!
市长也在场 参加新列车的剪彩仪式  The mayor was there to cut the ribbon on this new train.
弹力女超人紧随身后  Elastigirl pursued the train
追上列车 并成功救下了…  and was able to successfully activate...
市长说了几句话 剪了彩  Blah, blah, blah. He says a few words, cuts the ribbon...
结果列车一出站  and the train starts pulling
就朝着反方向冲  out of the station backwards...
全新的气垫列车轨道  ...track of its brand new hovertrain...
出现故障  ...malfunctioned...
多亏了弹力女超人  ...thanking Elastigirl...
弹力女超人  Superhero Elastigirl...
弹力女超人  Elastigirl...
最后 没人受伤  Boom! No casualties!
驾驶特制的摩托车  ...specialized motorbike,
拯救了所有乘客  saving all of the passengers...
一件接着一件  One thing leads to another
然后 我追了上去  and suddenly, I go after it!
我跟你说 真是太险了  I'm telling you, honey, it was a saga!
这真是太棒了 亲爱的  That's fantastic, honey!
你出任务的第一天晚上就这么成功  And on your first night!
我为你感到骄傲  I am so proud of you, really.
我为你也感到骄傲 亲爱的  I'm proud of you, honey.
我知道你也想出来工作 很快就可以了  I know you want to get out there and you will soon.
一定会非常出色的  And you'll be amazing.
我能做到这些  I couldn't have done this
都是因为你把家事都安排好了  if you hadn't taken over so well.
谢谢你为我做了这么多  Thanks for handling everything.
这都没什么  It's nothing.
我爱你 亲爱的 我很快就回去了  I love you, honey. I'll be back soon.
做个好梦    你也是 亲爱的  Sweet dreams.    Sweet dreams, honey.
爸爸 没事的  "Hey, Dad, it's okay.
我还是等妈妈回来好了  "I'll just wait for Mom to get home."
说的就像她能…我知道怎么…  As if she could... I know how to...
我能搞定数学题  I can do math.
我的天  Oh, brother...
等妈妈回来  Wait for Mom!
我这算什么 临时父母么  What am I, a substitute parent?
他们改了解法又不是我的错  It's not my fault they changed math.
醒醒 小飞 醒醒  Come on, buddy. Come on.
我好像琢磨出来你的数学作业怎么做了  I think I understand your math assignment.
考试之前还有点时间 我们还来得及复习  We still have some time to finish it before your test.
接着做 把所有的数字  So first, you wanna put all the numbers
都放到等号后面  by themselves on one side.
就要改变正负号  ...you change the sign.
也就是说正变成负 负变成正  That means a plus becomes a minus and a minus...
你懂了吗  You got it?
耶 你真棒  Yeah, baby!
你好  Oh. Uh, hello.
我们搬新家了  We're in a new house.
不过我特意在你的柜子门上写了新地址  I did write my address on your locker...
用的还是不褪色的墨水  in permanent ink.
原来这个是你写的  Oh, is that what that is?
你是忘了吗  Did you forget?
忘了 什么  Forget what?
你真逗  That's funny.
给你加一分  Points for funny.
是因为那个奇怪装束的事么  Oh, was it the weird outfit?
这可是有原因的  Because there's a reason.
我们学校有戏曲表演课  I'm in a drama class...
然后 作业是要演莎士比亚的剧  and they just wanna do Shakespeare...
然后就是这种东西让小孩们喜欢看  but they're like, "Try to make it relevant for the kids."
我就说演超人 小孩最喜欢超人  So, like, "Oh, superheroes! Kids love superheroes."
我本来想穿另外一种紧身服的  You wanna wear one kind of tights...
他们说  and then they're like,
不 你得穿别种的  "No, wear these other kind of tights."
我认识你吗  Do I know you?
很多人对于今天的演讲非常关注  Many say your speech today is critical.
两派人都是为人民福祉而努力  Both sides just want the best for their people.
我们马上就能让这地区迎来和平了  We are so close to finally getting peace in the region.
我都好久没上过电视了  I haven't done this in a while.
没关系 救列车就是个好开始  This is good. The train gives us momentum.
你就放心去 展现你平时的魅力  Just go out there and be your charming self...
使其充分发挥作用  and capitalize on it.
弹力女超人 那边已经准备好了  Ms. Elastigirl, they're ready for you.
上台前 伸伸腿  Hey, stretch a leg.
谢谢你 查德 聊得很开心  Thank you, Chad. It was fun.
大使女士 这是你的文件 我们去屋顶乘坐直升机  Ambassador, your documents. We're moving to the rooftop.
大使女士 你好  Oh, Madame Ambassador, hello!
你就是弹力女超人  Oh, you are Elastigirl!
我一定得跟你握握手  This is why now I'm shaking your hand.
之前你被迫隐姓埋名 我很难过  It was so sad when you went underground.
看到你现在身着华丽的超能装 重现于世 我真高兴  I am glad to see you back in your shiny outfit.
您跟我说这些我深受鼓舞  That means so much coming from you.
祝您演讲顺利  Good luck with your speech.
走这边 大使女士  This way, Ambassador.
要让和平永存  Bring lasting peace!
我会的 你也要继续打击犯罪  I will, when you defeat evil.
好的  Okay.
三…二…  Three, two...
过去十五年里  For over 15 years,
超人们一直隐姓埋名  superheroes have been in hiding.
生活在一个  Forced into it by a society
不愿意帮助 支持他们的社会  no longer willing to support them.
现在不一样了  That may soon be changing...
因为社会上出现了支持超人回归的运动  due to a growing movement to bring the Supers back.
今天我们请来了  Here, fresh on the heels of her own
列车失控事件中力挽狂澜  heroic save of a runaway train...
以闪亮形象出现在世人面前的 弹力女超人  and sporting a new look, is the superhero, Elastigirl.
欢迎你    你好 查德  Welcome!    Hello, Chad.
现在看来你的支持率很高啊  All the polls are going in your direction.
的确是 这是好事  That's true. Things are good...
你好  Hello.
嘿  Uh, hello?
你注意到我了么  Do I have your attention?
是的 查德  Yes, Chad.
当然你注意到我了  Of course I do.
我出现在你的屏幕上  I'm appearing on your screen.
读着另一个屏幕上别人让我说的话  Reading the words I'm saying off of another screen.
屏幕无处不在  Screens are everywhere.
屏幕能控制我们的生活  We are controlled by screens.
而掌控者 就是我  And screens are controlled by me...
屏霸  Screenslaver.
我控制者这次采访  I control this broadcast...
也控制着坐在你面前的这个愚蠢的主持人  and this idiotic anchorman you see before you.
他是怎么了  What's wrong with him?
信号遭到劫持 我去检查  The signal's been hijacked. I'll check it out.
记住 千万不要看屏幕  Don't look at any monitors.
我们可以在空中  I could hijack the ambassador's aerocade...
直接劫持大使乘坐的直升机  while it's still airborne.
对吧 弹力女超人  Right, Elastigirl?
最近的窗户 最近的窗户在哪  Nearest window! Where's the nearest window?
怎么回事    弹力女超人去哪了  Oh, what's going on?    Where's Elastigirl?
是哪个呢  Which one?
弹力女超人 你在这干什么  Elastigirl! What are you doing here?
大使现在有危险了 她乘坐的是哪架直升机…  The ambassador is in danger. Which chopper is she...
小心  Look out!
跟上去 尽量接近点  Follow them and get me close!
赶紧找个地方安全降落  Get out of the sky, and touch down safely!
退后 弹力女超人  Stand down! It's Elastigirl.
回到座位上 大使  Stay in your seat, ma'am!
我们遭到了袭击  We're under attack!
快点去 快去保护大使  Quick, go! Protect the ambassador!
把舱门打开  Open the door!
快照她说的做  Do as she says!
你们都会游泳吗  Can you all swim?
会的    不会  Yeah.    No!
我们马上就要弹射了 都别动  We're gonna have to slingshot! Hang on!
你没事吧 大使  Are you all right, ma'am?
我 我没事  I'm perfectly fine...
男生们都是混蛋 超能力最没用了  Boys are jerks and superheroes suck.
早上好  Good morning!
他就看了一眼我穿超能装的样子  He takes one look at me in that suit...
第二天见到我的时候他就假装不认识我  and decides to pretend he doesn't even know me.
他也是在保护自己  He's protecting himself.
要是他真的看到了你 还是忘掉比较好  If he really did see you, it's best that he forget.
对你也有好处  It's better for you, too.
我都记不清这些年  I can't tell you how many memories
迪瑞克消除了多少记忆  Dicker's had to erase over the years...
就是有人发现了  when someone figured out
我和你妈妈超人身份的时候  your mother's or my identity.
是迪瑞克搞的鬼  It was Dicker!
你和他说了托尼的事    小倩  You told him about Tony!    Honey...
都是因为叫迪瑞克抹除了托尼的记忆 所以他才会忘了我  You had me erased from Tony's mind!
我恨死超能力了  I hate superheroes!
我再也不要做超人了  And I renounce them!
我不要做超人啦  I renounce them!
姐这是青春期叛逆吗  Is she having adolescence?
最新的报告表明  A new report out today shows that,
屏霸的阴谋再次遭到挫败 弹力女超人救了大使一命
关于决策问题  when it comes to decision  making...
人们觉得 通过让猴子扔飞镖的方式做决定  people have more trust in a monkey
比让国会议员们决定更靠谱  throwing darts than Congress.
怎么了托尼 有抗议吗  What's going on, Tommy? A protest?
这些人是来声援的  They're here in support.
声援？ 声援什么  Support? Support of what?
他们是来声援你的  Well, in support of you.
谢谢你们能来  Thanks for coming out. Hi.
嗨 哦天呢 真是太谢谢了  Oh, my goodness. Thanks so much.
你好  Oh, hello.
你拿的什么牌子啊  What does your sign say?
屏霸仍然逍遥法外
超人应该合法化  Supers should be legal now!
我跟你说 你才知道啊  Talk to ya. Oh, what do ya know!
艾伦伍德  Ellenwood.
你现在想起回我电话  Oh, now you wanna return my calls
聊超人的事了  about superheroes, huh?
过会我再联系你  Oh. I'll have to call you back.
真是太好了  Oh, that felt good.
菲利西亚 让那边别挂电话  Felicia, hold my calls, please.
起作用啦  Hey! It's working!
大使今天刚刚发表了  Hey, the ambassador made a big speech
关于超能力的重要演讲  about superheroes today.
看来救人  Turns out saving someone's life
还是能给他们留下好印象的 想不到吧  makes a good impression on them. Who knew, huh?
我接到了来自世界各地的电话  I'm getting calls from all over the world.
媒体曝光率提高了72%  Media awareness is up 72%.
超能力合法化已经成为  The push for superhero legalization
世界名列前茅的潮流  is becoming a worldwide movement!
下一阶段我还有个大计划  I have big plans for our next move.
我们要在还是举办一次海上峰会  We're gonna have a summit at sea.
就用我们的船  We'll use our ship...
把世界各地的超人和领导人  we'll gather leaders and Supers...
都请到船上去  from all over the world.    That's great.
我很高兴  I'm happy.
我很高兴支持率上升  I'm happy the numbers are up.
很高兴大使也支持合法化  I'm happy the ambassador is pro  superhero...
看到你高兴 我也很欣喜  and I'm happy you're happy.
你嘴上出很高兴 可是 我怎么感觉不到呢  I'm hearing that you're happy, but why am I not feeling it?
因为我还没有抓住他  Because I didn't get him!
屏霸还在外面害人  Screenslaver is still out there.
我按照他的游戏规则走 赢了这一轮  All I did was play his game and win this round.
他一定不会善罢甘休  He's gonna want more
等他出手的时候 我们肯定输  and as long as he gets to play, he wins.
我做生意其中一条心得就是  One thing I've learned in business?
好好的享受当下  Smell the flowers.
鲜花难得开一次  They don't bloom that often.
不然将来你的墓碑上会写着  What do you want on your tombstone?
她操心到老  "She worried a lot"?
别再说了  All right, stop talking.
带她去看看  Show her.
这真是太令人兴奋了  This is just so exciting, isn't it? Huh?
哇  Oh, wow. Uh...
弹力女超人 你来啦  Wow! Elastigirl, there you are.
你好    我没想到  Hello.    I didn't...
凯伦 你快振作一点  Come on, get yourself together, Karen.
嗨 我是穿越侠  Hi, my superhero name is Voyd.
我就是 很想感激你 那个 敢于站出来  I just wanna thank you, for, like, for being you!
好了 让我来展示一下我的超能力  Okay, what I can do, um, is this.
好了  Yeah.
非常精彩 有多维度的  That is impressive. Very interdimensional.
我之前觉得自己被社会摈弃了  I felt like an outcast before.
我现在 自从你勇敢现身之后我就觉得  But now, with you being you, I feel like...
我 做回自己了  Yay, me.
我用飞机把他们从世界各地接过来  I flew them in from all over.
之前他们都不现身的  They've all been in hiding.
他们有各种各样的超能力 身份长期保密  They have powers, secret identities...
还给自己起了名号  and names they've given themselves.
我是人鹰侠 很高兴见到你  I'm Screech. It's a pleasure.
我一直认为超人最好的榜样  I've always considered you
就应该是你这样的  the gold standard for superheroes.
谢谢您 您太客气了  Well, thanks. You're too nice.
我的名字叫 飞砖侠  I am called Brick.
很高兴见到你 你从哪里来  Nice to meet you, Brick. Uh, where are you from?
威斯康辛州  Wisconsin.
哦 弹力女超人 他想你的能力是  Oh. Elastigirl. I assume your powers are...
用电流进行打击  You know, zapping things electrically...
充电啊 发出闪电啊之类的  charging things, bolts of lightning, that kind of stuff.
我叫反胃侠  Name's Reflux.
你可能觉得这其实是胃病 或是超能力  Medical condition or superpower, you decide.
我就是讲个笑话  That's a little line
让大家轻松一下  I say just to put people at ease.
你不介意吧  Hope I don't offend.
不不不 你说的很好  Oh, no, no, no. Reflux. Love it.
我很期待能跟你共事  Well, I do look forward to working with you.
这能力太棒了 保持住  Yes, that is impressive. Keep practicing.
我很高兴 今天很成功 祝贺你们  Well, I'm beat. Congratulations. Big day.
晚安 女士们 我们明天早上再见  Good night, ladies. I will see you tomorrow.
晚安  Good night.
感觉不错  Must be nice for you,
隔了这么久再一次成为焦点  being out front after all this time.
成为焦点  Out front?
是啊 毕竟上次当超人已经是很久之前的事了  Well, it's been a while since your superhero days...
那时候 感觉你只是  and even then, you were kind of
活在超能先生的阴影里  in Mr. Incredible's shadow.
对此我可不敢苟同  Nah, I beg to differ.
我可没说你不够耀眼 你很耀眼  I'm not... I'm not saying you weren't big.
今天你可算的上是超级巨星了  No, you were, and are, a superstar...
可是 现在的舞台是完全属于你一人  but you have the stage to yourself now.
人们的注意力想不集中在你身上都难  And people have to pay attention.
所以你准备扯"这是个男人的世界"这套说辞咯  Oh, you mean, "It's a man's world" and all that?
那你觉得现在的世界是怎么样的  Well, what world do you live in?
你哥哥是公司的总裁  Your brother runs DEVTECH.
我才不想做他的工作 我搞发明 他负责推销  I don't want his job. I invent, he sells.
我现在问你 我们两个谁的影响力更大  I ask you, which of us has the greater influence?
我这人有两面  Which side of me are you asking?
理想家 还是批评家 你想问哪一种  The believer or the cynic?
批评家吧  The cynic...
那我觉得 推销的工作更重要  Would say selling is more important
因为推销员越厉害 吸引的顾客越多  because the best sellers have the most buyers.
甚至卖什么都不重要  Doesn't matter what you're selling.
最重要的是如何吸引人们来买  It only matters what people buy.
你说的很对  This is true.
如果有一天我能揭示宇宙起源的真相  If I discovered the origin of the universe...
我哥哥也能想办法  my brother would find a way
把它包装成一种 足部按摩疗法  to market it as a, uh, foot massager.
那么 理想家会如何看待这个问题  So, what would the believer say?
理想家认为 你要活出自己的风格  The believer would tell you to make your mark.
不用看别人的眼色表达自己 坚持自己的主张  Don't wait for permission, assert yourself
用自己的意志改变现状  and impose your will on the status quo.
你说话很像我哥哥    什么  Sounds like my brother.    What?
你说话很像我哥哥  You sound like my brother.
那他做的没错啊  Well, he's not wrong.
要想得到他人的回应 这可算得上一门技术活了  There is an art to getting a reaction...
我知道怎么抓到他了  Oh! I know how to get him.
抓我哥哥么    不 我是说屏霸  My brother?    No. Screenslaver!
你可是技术专家 我需要锁定某个信号  You're tech  savvy. I need to lock onto a signal...
追踪它的来源  and trace its origin.
你最快要花多久能把所需的设备弄好  How fast can you slap something together
然后跟我在机场会面  and meet me at the airport?
去机场  Airport?
我需要立马出城一趟  Need to go out of town, pronto.
我明早五点就能准备好设备  I can get your contraption together by 5:00 a.m.
我们得上电视 联系查德  I need to get on TV. Chad!
今晚就让我哥哥安排查德  I'll get my brother to set up an exclusive with him
在新闻节目里对你进行专访  tonight on the newscast.
直接用电话连线  Finish our interview by phone!
提高知名度  Promote the hell out of it.
脱离屏霸的控制  Independence from Screenslavery!
查德新闻频道    一举成功  Chad tonight.    Boom!
我是迪瑞克    嘿 迪瑞克  Dicker.    Yeah, hey, Rick.
你还记得我跟你提过的  You remember that kid I mentioned to you?
那个叫托尼·莱丁格的孩子吗  Tony Rydinger.
那个消除记忆的小男孩吧 记得那孩子看起来不错的  Mind wipe? Yeah, nice kid.
你还消除了  Well, you also wiped out
他周五晚上要和我女儿巴小倩约会的记忆  the Friday night date my daughter had with him.
严格说来他把小倩彻底忘了  In fact, you wiped out my daughter.
抱歉 这项技术还不成熟 鲍勃  Oops. Not an exact science, Bob.
瑞克 你一定得帮帮我  Rick, you gotta help me here.
小倩快恨死我了 还有你 恨超能力  Violet hates me, and you, and superheroes.
我得想办法补救一下 托尼的资料你手上有多少  I gotta fix this. What do you know about Tony?
没有多少  Not much.
看起来是个挺守规矩的孩子  Seems like a good kid.
受欢迎 喜欢运动 音乐  Popular, plays sports, music.
父母开了家餐馆 叫"快乐拼盘" 他有时候也会在餐馆帮忙  Parents own The Happy Platter, kid works there part time.
"快乐拼盘"  Happy Platter?
我们干嘛要开车跑这么远  Why did we drive all the way across town
来这个"快乐拼盘"餐馆  for The Happy Platter?
我们要那边的四人座 靠着树林的那个桌子  We'd like a booth over there, near the philodendron.
是不是很不错 坐在树林附近  Good, right? Near the philodendron.
这个快乐餐馆 我看一点都不快乐  This platter doesn't look all that happy to me.
看起来挺无聊的  It looks bored.
那就成了无聊大拼盘  Ha  ha! The Bored Platter!
我觉得小倩肯定吃腻了路边的快餐  I thought Vi would want a change of pace
要换换口味  from drive  in food.
我喜欢吃路边的快餐  I like drive  in food.
换换口味该不是只吃蔬菜吧  Does this mean vegetables?
营养要平衡就得吃蔬菜 孩子们  A balanced diet means vegetables, kiddo.
要习惯多吃蔬菜  Get used to it.
各位晚上好  Good evening, everyone.
啊 我的天  Oh, no!
她没事吧    小倩 你没事吧  Is she all right?    Violet, are you okay?
没什么好看的  Nothing to see here.
可能你需要更多餐巾纸  Yeah, more napkins would be good.
我没事 我没事    这种情况总是会出现的  I'm fine, I'm fine.    It happens all the time here.
马上就擦干  Mops it right up.
她平时喝东西的时候 可没有这么激动  Normally, she doesn't ever drip like this.
你们还要水吗 先生    要的  Would you like water, sir?    Yes.
来些水吧 这是我女儿  Yes, I would. This is my daughter...
你一定认识的 对吧    我的天 别说了  who you must know, right?    God. Stop.
你好    她叫小倩  Hello.    Violet.
你好 小倩  Hello, Violet.
嘿 小倩 打个招呼  Hey, Vi, say hi to...
别逼我 爸爸  Don't push it, Dad.
我叫巴小飞 是她弟弟  I'm Dash, her little brother.
你好  Hello.
这水的味道真是不错  Mmm. This is really good water.
很是清新  It's very refreshing.
山泉水 对吧  Spring water, is it?
我不知道 先生 应该就是自来水吧  I don't know, sir. I think it's tap.
不过非常好  Well, it is very good.
非常棒的自来水  Excellent tap.
抱歉  Excuse me.
很高兴认识你们  Well, nice to meet you.
她干嘛去了  Where'd she go?    Mmm.
找地方发火去了  To find a good place to be angry?
今晚我们要连线采访一位特别嘉宾  Tonight, we go now to a special remote interview...
弹力女超人  with Elastigirl.
你怎么样 查德  How you feeling, Chad?
最近还好吗  You doing all right?
我很好 医生给我做了检查  I'm fine. The doctors checked me out.
我根本不记得当时的事了  I have no memory of the event.
实话跟你说 看到录像里  I gotta tell you, it's pretty strange
前几天的我  to see a recording...
自己却一点印象都没有 感觉真的很奇怪  of yourself the night before and have no recollection.
大家不用担心  I don't think anyone needs to worry.
今天晚上我们的安全措施非常的严密  We've taken many precautions tonight though.
你现在在哪  Where are you right now?
我在调查一个案子 在一个视野开阔 安全的地方  On a case, in a secure undisclosed location.
我想先聊聊你  I wanna talk about you...
先从最近救下失控列车的事迹开始吧  starting with your save of a runaway train.
这里有一段独家的未经过编辑的录像  Here's an exclusive unedited clip
是装在你身上的摄像头记录下来的  from your own suit cam.
请播放录像吧  Roll the clip.
列车动起来了  This thing's really moving.
列车的速度是160公里每小时 而且还在加速 已经建好的轨道有多长  100 and climbing. How much track is built?
差不多四十公里吧  About 25 miles.
屏霸中止了这个节目  The Screenslaver interrupts this program...
有重要的事情要宣布  for an important announcement.
丫的 她猜中了  I'll be damned. She knew.
接下来就看你的设备管不管用了  Let's see if your gadget works.
剩下的录像就不用看了  Don't bother watching the rest.
抓到你了  Gotcha!
弹力女超人无法拯救城市  Elastigirl doesn't save the day.
只是推迟了自己失败之日的到来而已  She only postpones her defeat.
可她至少还在努力  And while she postpones her defeat...
而你们只会吃着薯片 看着她解决  you eat chips and watch her confront problems...
那些你们自己懒得解决的问题  that you are too lazy to deal with.
超人们满足了你们愚蠢的愿望  Superheroes are part of your brainless desire...
用虚拟代替真实生活的愿望  to replace true experience with simulation.
你们不会说话 只会看脱口秀  You don't talk, you watch talk shows.
天天就看那些有奖竞赛节目  You don't play games, you watch game shows.
旅行 恋爱 冒险  Travel, relationships, risk...
所有的这些有意义的人生经历  every meaningful experience must be packaged...
都包装在电视节目里 供你们远远的观赏  and delivered to you to watch at a distance.
所以你们就能一直躲在家里  So that you can remain ever sheltered...
被动接受这些  ever passive...
变成了贪婪的消费者  ever ravenous consumers...
一直躺在沙发上面  who can't bring themselves to rise from their couches...
不努力 这都不是真正的生活  break a sweat and participate in life.
你们想受到超人们的保护  You want superheroes to protect you...
而你们也因为有人保护你们 变得越发软弱  and make yourselves ever more powerless in the process.
你们自认为 会有人照顾你们的  While you tell yourselves you're being looked after.
会有人给你们开创美好未来  That your interests are being served.
会有人维护你们的权利  And your rights are being upheld.
长此以往 现有的体制一面榨干你们的血  So that the system can keep stealing from you...
另一面还对你们报以微笑  smiling at you all the while.
来呀 叫你们的超人走狗们来阻止我啊  Go ahead, send your Supers to stop me.
你们就吃着零食 看看电视  Grab your snacks, watch your screens,
走着瞧吧  and see what happens.
你们已不再是局面的掌控者  You are no longer in control.
我才是  I am.
找到了什么吗  Find anything?
抱歉  Sorry!
什么情况  What happened?
你还问什么情况 你把那些证据都给毁了  What happened is you destroyed my evidence.
这是怎么回事 我犯什么法了  What's going on? What did I do?
你们这些家伙要干什么  What did you guys do to me?
厉害啊 你个小混混 还怪体制不行啊  That's right, punk. Blame the system.
你的追踪器太好用了 伊芙琳  Your tracker worked like a charm, Evelyn.
你真是个天才  You're a genius.
得了吧  Aw, shucks!
我只是你这个天才背后的天才  I'm just the genius behind the genius.
嘿 爸爸  Hey, Dad.
我们今天又开始学分数 小数和 百分数了  We're doing fractions and denismals and percentages
我题目做不来  and I don't get 'em.
你不是  Aren't you...
上次不是学会了吗  Didn't we get all caught up?
对 我上次是学会了  Yeah, we were caught up...
我们现在学的是分数 百分数和小"书"  and now we're doing fractions and percentages and demicels.
小数不是小"书"  Decimals.
关于超能跑车的最新情况  ...the addition of the Incredibile,
它之前的主人  the super car...
是那位著名的超人 超能先生  once driven by superhero, Mr. Incredible.
这玩意 只有等你富可敌国的时候才买得起  It's the kind of thing you buy when you have everything else.
他们说车子已经修不好了  They said it was beyond repair.
你看 车的状态非常好  Hey, it was in perfect condition.
这是你原来的车  You used to drive that?
他们还说车子彻底毁了  They said it was destroyed.
