超人总动员2
之前人们以为这辆车已经被毁或者不翼而飞  Long thought lost or destroyed,
但这辆车还是出现在私人拍卖会上  the famous car turned up at private auction.
他们说 车已经  They said it was...
那是我的车  That's my car!
这愚蠢的瀑布  Stupid water feature!
这辆车装有一些非常棒的配件  This car is just loaded with amazing gadgets.
愿意介绍一下么  Care to demonstrate?
我也希望介绍给大家 但我们现在还没搞清楚  I'd love to, but we haven't figured out
如何启动这些装备  how to make them work yet.
哇 是你在操控么  Wow! It works?
你在干什么 小飞 这可不是你的玩具  What are you doing? This is not a toy!
你启动了火箭炮  That's a rocket launcher!
太棒了 按哪个键能发射火箭  Sweet! Which one launches the rocket?
这又不是你的车  Hey! This is not your car!
那也不是你的车  It's not your car, either!
是我的车 这是超能跑车  It is so! It's the Incredibile.
那车怎么在那个人手上    车不应该在他手上  Why's that guy have it?    He shouldn't!
发射火箭 火箭  Launch the rockets! Launch the rockets!
火箭 发射  Launch the rockets!
我们不会乱发射火箭的    我要炸炸炸  I'm not launching anything!    I wanna blow it up!
你以为我会让那个有钱的家伙  Do you think I want an angry rich guy...
来找我麻烦吗  coming after me right now...
我都尽量不去    我都不知道  when I'm trying not to...    I'm not sure
这里是什么情况 马克 让你妈妈为我们分心  what's happened here, Mark.    ...distract your mother.
这里的人们都散开了  But everyone here has scattered
我觉得我们应该马上撤离  and I'm afraid I'll need to move at any minute.
我的车在这有钱人手上  Rich guy got my car.
老爸 你不去把跑车  So, you're not gonna steal your car
从那个有钱人那里偷回来吗  back from the rich guy?
那是什么玩意  What the heck is that?
小杰居然有超能力  Jack  Jack has powers?
对呀 但是  Well, yeah, but...
你早就知道了    是的  You knew about this?    Yeah.
为什么你不告诉我们    我说不好  Why didn't you tell us?    I don't know.
我们可是你的孩子 我们有权知道这些事  We're your kids. We need to know these things.
告诉妈妈了吗    没有  Did you tell Mom?    No.
为什么不说    你妈妈  Why not?    Your mother is not...
你肯定是不想让我们不知道吧  You'd want us to tell you, wouldn't you?
你为什么不告诉妈妈    因为我不想让她  Why would you not tell Mom?    Because I didn't wanna...
什么  What?
别这样 爸爸    我现在还不是时候  Come on, man.    Because it's not the time.
你怎么能这样    为什么  Why?    Because...
这样真不好  So uncool!
因为我还没想好怎么说 行了吧  Because I'm formulating, okay?
我也刚知道这个事 我需要消化  I'm taking in information, I'm processing!
我要学做数学题 还要补救男朋友的事  I'm doing the math, I'm fixing the boyfriend...
还要哄好小杰  and keeping the baby
免得他变成喷火的怪物  from turning into a flaming monster!
我要怎么同时做好这么多事  How do I do it?
我是在努力适应环境 孩子们  By rolling with the punches, baby!
我不能胡乱做一通就完事了  I eat thunder and crap lightning, okay?
因为我是著名的超能先生  'Cause I'm Mr. Incredible!
不是能力不足先生 也不是一般般先生  Not Mr. So  So or Mr. Mediocre  Guy.
我是超能先生  Mr. Incredible!
应该找鲁修斯叔叔帮忙  We should call Lucius.
不 我自己能处理  No. I can handle it.
我绝对不会去求…  There's no way I'm gonna...
爸爸  Dada.
我去给鲁修斯叔叔打电话  I'm calling Lucius.
我看挺正常的 是什么时候开始的  Looks normal to me. When did this start happening?
从何莉开始工作的时候开始的  Since Helen got the job.
那她应该知道这事吧    你开玩笑吧  I assume she knows?    Are you kidding?
我肯定不能跟她说这事  I can't tell her about this,
她可在外面忙那些超人的工作呢  not while she's doing hero work!
妈妈  Mama!
女士们 加把劲  Girls, come on.
怎么能光让男人们做拯救世界的工作  Leave the saving the world to the men?
我觉得这样不行    妈妈  I don't think so.    Mama!
我一定要成功的照顾好孩子们  I've got to succeed!
这样的话 她在外面才能成功  So she can succeed.
所以 咱们一家都能成功    我明白你的意思 鲍勃  So we can succeed!    I get it, Bob!
你有多久没睡觉了  I get it. When was the last time you slept?
谁还记得睡觉的事啊  Who keeps track of that?
毕竟他还只是婴儿而已嘛  Besides, he's a baby.
我能搞定的 我自己就能搞定  I can handle it, I got this handled.
这么说 你能搞定 是吧  So, you good then?
一切都尽在你掌握之中 对吧  You got everything under control? Right?
怎么回事  What the...?
小杰宝宝 想吃饼干吗  Cookie! Cha Cha want a cookie?
好吃的饼干 小杰宝宝  Num  num cookie? Cha Cha wanna num  num?
好吃的饼干  Num  num cookie! Cookie!
你没…    饼干  You're not...    Cookie!
好吃的饼干    我的天  Oh, my God!    Cookie!
爸爸 爸爸  Dada! Dada. Dada.    Whoa.
也就是说他还能听见你 哪怕是在…  So, he can still hear you from the...
在四维空间也能听见 对  From the other dimension, yeah.
这个很怪 感觉不太妙  That is freaky. I mean, that's not like...
不像我的那两个孩子 对 他就是不像  Not like our other kids. No, it is not.
充满能量 随时随地都可能发动  Full powers, totally random.
那现在他算是 在那吧  So now, he's what? Is he good?
对呀 他看起来很好 对吧  Yeah, you'd think so, right?
可是我总不能一直给他吃饼干吧  Obviously, I can't keep giving him cookies!
要是我不给他  Uh  uh?    But if I stop...
他又在胡闹了 又在闹了  Ahhh! He is freaking! Again, he is freaking!
不 不准咬你爸爸  No biting the daddy!
不准乱咬  What the...?    No biting!
好吧  Okay.
我应该只是需要一点时间做自己的事  I think I just need a little bit of me time.
然后我就能好起来了  Then I'll be good to go.
这可不是一点点时间的问题 鲍勃  Oh, you need more than me time, Bob.
你需要在许多方面  You need major life realignment
调整自己的生活方式  on a number of levels.
首先就要想办法搞定这个小怪物  Starting with baby superfreak here!
你需要的是新想法 而不是这些老套路  You need some solid outside  the  box thinking.
戈尔巴基  Galbaki?
弹力女超人的超能装居然是找戈尔巴基做的  Elastigirl's supersuit is by Galbaki?
你给我好好解释一下  Explain yourself!
我的天 你怎么憔悴成这个样子  Oh, my God. You're worse than I thought.
我来找你是因为小杰的事 我把他带过来了  It's the baby. I brought the baby.
这倒是很少见  Oh, highly unusual.
你脸色太差了 鲍勃  You look ghastly, Robert.
我都没怎么睡觉  I haven't been sleeping.
我伤了女儿的心 也不会做新数学题  I broke my daughter, they keep changing math...
学校要带五号电池 可我买成了二号电池  we needed double  A batteries, but I got triple  A's...
现在还是没有五号电池  and now we still need double  A batteries.
我把红衣服和白衣服放在一起洗  I put one red thing in a load of whites
结果都洗成了粉色的  and now everything's pink.
我们家鸡蛋也快没了  And I think we need eggs.
只要能把孩子养好 也是非常伟大的  Done properly, parenting is a heroic act.
前提是养得好  Done properly.
幸运的是 这个问题从来都没有困扰过我  I am fortunate that it has never afflicted me.
你来我这 不是为了  But you do not come to me
要鸡蛋和电池的吧 鲍勃  for eggs and batteries, Robert.
我是设计超能装的  I design herowear
弹力女超人必须换一件新超能服  and Elastigirl must have a new suit.
我来这是为了小杰  Actually, it's Jack  Jack.
你想给小婴儿也做一件超能装么  You also wish a new suit for the baby?
现在他还小 应该没那么急着穿超能服  I would hardly classify this as an emergency.
他这个是特殊情况 很值得研究  Well, he's a special case. Worth studying.
我能不能把他放在你这一阵子  If I could just leave him with you for a while...
你说把他放在这  Leave him? Here?
我这人可不喜欢带孩子 鲍勃  I am not a baby person, Robert.
我这也没有孩子用的东西 我是个艺术家  I have no baby facilities. I am an artist.
我绝对不会做这种琐碎又平庸的  I do not involve myself in the prosaic day  to  day to...
事情  day.
真厉害  Fascinating!
你看到了吗 鲍勃  Are you seeing this, Robert?
爸爸  Dada.
我的天呢  Oh, my God.
厉害  Yes!
你当然可以把小杰留在我这  Of course you can leave the baby overnight.
何莉不在家 你做家务  I'm sure filling in for Helen is challenging,
也一定也很累  and you are very tired...
那两个孩子也需要你照顾  and the other children need you
他们想你了 赶紧回家去吧  and miss you, and you must go to them.
莫衣娜阿姨会照顾好小杰的  Auntie Edna will take care of everything...
好好开车注意安全 再见 感谢你的到访  so, drive safely and goodbye. I enjoy our visits.
莫衣娜 阿姨  "Auntie Edna"?
请注意 请注意  Attention. Attention.
我想感谢今晚到场的所有人  I wanna thank everyone that came out tonight...
你们支持超人事业  in support of superheroes...
让他们得以重见天日  and bringing them back into society!
是你们推动了进步  You all made it happen.
我们的社会对超人的需要之迫切  The need for this has been made
最近尤为突出  crystal clear in recent days...
有些跳梁小丑 比如那个自称屏霸的家伙  with bad actors like the self  proclaimed
威胁着社会稳定  Screenslaver threatening our peace.
可他没闹腾多久就完蛋了  His reign was short, huh?
我觉得这一切要感谢这位女士  And thanks to this woman...
伟大的超人 你们都爱她 也都想见她  a great super. You love her. You missed her.
欢迎回来 弹力女超人  Welcome back, Elastigirl.
快上来 别害羞了  Come on up here. Don't be bashful.
来吧 到台上来  Come on. Get up here.
我想把这个送给你  I want you to have this.
做个纪念  A memento.
谢谢温斯顿 伊芙琳 还有迪沃科技的全体员工  Thanks, Winston, Evelyn, and everyone at DEVTECH.
我永远感谢你们  I am forever in your debt.
也感谢到场的各位  And thanks to all of you,
是你们的支持改变了大家对超人的看法  your pressure changed all the right minds.
我们在很短时间内取得了非常大的进展  We've made amazing headway in a very short time...
所以我现在要宣布一个重要消息  which leads me to an important announcement.
就在刚才的一场世界级的峰会上  Just now, at a worldwide summit...
超过一百个国家的领导人  leaders from more than a hundred
已经达成了共识  of the world's top countries...
致力于推动超能力的合法化  have agreed to make superheroes legal again!
我们会邀请  We'll gather superheroes and leaders
世界各地的领导人和超人  from all over the planet...
来到我们的正义号轮船上  on our boat, the Everjust...
参加国际协定的签署仪式 全程通过直播  for a televised signing ceremony at sea.
现在各位别耽搁了 大家赶快上船  Now if you'll excuse us, we got a ship to catch!
很高兴见到你 谢谢你能来  So good to see you. Thanks for coming out.
你好 我又来了  Hey. Hi, it's me, again.
那个 我一直想问你个问题  Um, there's, uh, something I've always wanted to ask you.
你是怎么平衡超人工作  Yeah, how do you balance the superhero stuff
和日常生活的  with the life stuff?
我能处理好超人的任务  I know I can handle the superhero stuff.
抱歉 我有事要稍微离开一下  Would you please excuse me a moment?
好的 那一会再聊 谢谢  Oh. Yeah, okay, see you later! Good talk!
嗨 小倩    嗨  Hey, Vi.    Hey.
小杰怎么没回来  Where's Jack  Jack?
莫衣娜夫人会照顾他  E's taking him for a little bit.
莫衣娜会看孩子么    是啊  Edna is babysitting?    Yeah.
所以你就把小杰留给他了  And you're okay with this?
对 我也不知道为什么但我就这么做了  Yeah. I don't know why, but yeah.
我有些话想跟你说  I wanted to say something to you.
托尼的事 我很抱歉  Sorry about Tony.
我没想到迪瑞克会抹掉托尼的记忆  I didn't think about Dicker erasing his memory...
也没想到 你要为你自己从没做过的选择  or about you having to pay the price for a choice...
付出代价 这不公平 我知道  you never made. It's not fair, I know.
后来在餐馆里 我又雪上加霜  And then, I made it worse at the restaurant
让你去  by trying to...
反正 不管怎么说  Anyway. Anyway...
我很抱歉  I'm sorry.
过去我一直很确定  I'm used to knowing
自己做的事情是对的  what the right thing to do is...
可现在我说不好了  but now, I'm not sure anymore.
我只想当一个  I just wanna be...
好爸爸  a good dad.
你不是一般的好爸爸  You're not good.
是超级好  You're super.
超人在工作的时候允许喝一点酒吗  Are superheroes allowed to drink on duty?
我现在绝对不是在工作 虽然穿着制服  I'm definitely not on duty. Ignore the costume.
我知道我应该上去  I know I should be up there...
不过总和人微笑握手我有些累了 我想清静一会  but I had to step away from the grip and grins, you know?
一个人才能平静下来 我也是这样  Gotta get away to keep it pure. I know I do.
你在躲着什么人吗  What are you getting away from?
就是公司那些人 主要是我哥哥  Eh, you know, company stuff. My brother, mostly.
你很爱他呀 你们俩就是公司的  But you love him, you two are this company.
阴阳两面  Yin and yang.
是啊 我做发明 他和人打交道  Yeah, I invent the stuff, he's good at people.
让他们高兴 搞清楚他们想要什么  Pleasing them, engaging them, figuring out what they want.
我从来不懂人们想要什么  I never know what people want.
你觉得他们要什么  What do you think they want?
方便  Ease.
人们每次都会放弃质量 选择轻松的东西  People will trade quality for ease every time.
这东西很差 不过你看它们方便  It may be crap, but hey, it's convenient.
这次的案子也有这种感觉  Yeah. Kind of like this case.
你说什么 屏霸的这个案子么  What? The Screenslaver?
对 有些事情不太对劲  Yeah, something's not sitting right.
这也太简单了  It was too easy.
抓住屏霸简单 哇哦  That was too easy? Wow.
有意思    什么  Funny.    What?
看看这里  Look at that.
屏霸藏身的地方有一块屏幕 连通了我身上的摄像头  One of Screenslaver's monitors is tuned into my suit cam.
是嘛  What?
这个摄像头不是闭路连接的吗  Isn't the suit cam closed circuit?
是的  It is.
那为什么在屏霸那会有图像  Then how come Screenslaver has it?
也许他黑进了系统  Maybe he hacked it?
这么说他有能力黑进闭路系统  So, he's sophisticated enough to do that...
藏身处却只挂了一把锁  but he has simple locks on his doors?
也许他是有意让你找到的  Maybe he wanted you to find him.
他是想让自己被抓吗  He wanted to get caught?
他是想让你赢  He wanted you to win.
可是这不合逻辑 他是个聪明的家伙  That makes no sense. He's a brilliant guy.
聪明到能发现  If he's smart enough to conceive
我们安装的闭路摄像头  of technology like this...
还能用自己的技术黑进闭路系统  he's smart enough to think of something to do with it.
我抓的那个人是个送披萨的  The guy we put in jail delivered pizzas.
怎么了  So?
爱因斯坦还是职员呢  Einstein was a patent clerk.
听着你已经赢了 你抓到了  Look, you won. You got the guy who...
屏霸要想  Wait. All Screenslaver needs to do
对人进行催眠 控制人的行动  to hypnotize someone...
只需要那个人眼前有屏幕就行  is get a screen in front of their eyes.
如果那块屏幕长的不像普通的屏幕  But what if the screen doesn't look like a screen?
也许 他真的就是送披萨的  What if the pizza guy is really a pizza guy...
可他被眼睛前的屏幕  but he was controlled by the screens
控制了 然后  built into his glasses...
你真聪明  You are good.
看 机器人  Look, the robot!
起飞了  It's taking off.
我这还没有看到读数  I'm not getting a reading yet.
按下开火么    对  Press "fire"?    Now!
加大马力  More power.
希望这能行 爸爸  Oh, I hope this works, Dad.
我想着让你一直睡到自然醒比较好  I thought it was best to just let you sleep.
你足足睡了十七个小时  Seventeen hours.
感觉怎么样  How do you feel?
超级好  Super.
成功了爸爸    好耶  You got it, Dad.    Hurray!
昨晚你帮我照看小杰  I can't tell you how much I appreciate
我真不知道怎么感谢你才好 莫衣娜  you watching Jack  Jack for me, E.
行了 你的感激之情我已经心领了  Yes, I'm sure your gratitude is quite inexpressible.
下次别找我了 亲爱的  Don't ask me to do it again, darling.
我的要价可是很高的  My rates are far too high.
开玩笑的 鲍勃 你给我的任务很有趣  I am joking, Robert. I enjoyed the assignment.
小杰很聪明 我又善于引导  He is bright and I am stimulating.
我们相处的很不错  We deserve each other.
这小家伙有多种变形能力  Your child is a polymorph.
和其他孩子一样他也有很大的潜力  Like all babies, he has enormous potential.
我们已经知道有不少超人  It is not unknown for supers
有不止一种能力  to have more than one power when young...
这个小家伙 有很多种  but this little one has many.
是的呦 有很多种能力呦  Yes, you have many powers.
我能理解你睡不好觉  I understand your lack of sleep
也说不清楚话鲍勃  and coherency, Robert.
看孩子很累人  Babies can be anything,
你家的孩子也绝不是例外  and your child is no exception.
他身上可有无限的潜能 鲍勃  He has pure, unlimited potential, Robert.
昨晚他睡了之后我充满灵感的疯狂工作  He slept while I worked in a creative fever.
莫衣娜阿姨可是一整夜没睡哟  Auntie Edna stayed up all night...
就是为了让小宝贝变得漂漂亮亮的哟  making sure you look fabulous in your many forms.
这什么情况 你怎么把他放进了  What are you... You're putting him in the...
展示柜 鲍勃  In the chamber, Robert.
他也是展览的一部分  He is part of the demonstration
肯定不会有事的  and will be fine.
你的难题是要带一个  Your challenge is to manage a baby
有多种超能力的孩子  who has multiple powers...
可是没有办法控制他 对吧  and no control over them, yes?
你总结的很对  Huh. That sums it up.
我工作的时候听音乐  I often work to music
发现小杰对我听的音乐很感兴趣  and I noticed the baby responds to it as well.
特别是听 莫扎特的音乐  Specifically, Mozart.
我用了凯夫拉  I blended Kevlar
和碳炔材料来增加衣物强度  with carbyne for durability under duress...
使用棉质材料提高舒适度  and cotton for comfort.
在材料中还配备了微型的传感器  Interwoven with these fabrics are a mesh of tiny sensors...
监控他的身体情况  that monitor the baby's physical properties.
不 不天啊 他在干什么  Oh, Lord! What is he doing?
他是听到了莫扎特的音乐就分身的 鲍勃 这可没办法  Well, it's Mozart, Robert. Can you blame him?
重要的是衣服上的传感器  The important thing is that the suit and tracker...
可以预测他要分身 并且提醒你  anticipated the change and alerted you.
不 饼干  Oh, no. Cookies.
我得回去拿饼干  I gotta get cookies!
完全不需要饼干  You do not need cookies.
我昨晚已经得到了  As I learned quite painfully
沉痛的教训  last night...
如果想通过给他饼干解决问题  any solution involving cookies
最后都会让他变成恶魔宝宝  will inevitably result in the demon baby.
即将爆炸  "Combustion imminent"?
这是什么意思  What does that mean?
就是要着火了  It means fire, Robert,
不过超能装置有微型的灭火设备  for which the suit has countermeasures.
我建议你赶紧把这孩子身上的火灭掉  I suggest you extinguish the baby's flames
然后我屋里的烟雾警报器就要响了  before he trips the sprinkler system.
亲爱的 我用的是  The flame retardant
黑莓薰衣草味的阻燃剂  is blackberry lavender, darling.
见效快 可食用 而且非常美味  Effective, edible, and delicious.
大开眼界 这个还真是管用  Well, what do you know? That is useful.
虽然我的作品远远的超过了你的预期  Although, I have doubtlessly exceeded your expectations
而且只用了一个晚上的时间  for a single night's work...
这套衣服还是有几点问题  the suit and device contain
需要我们进一步讨论  a few more features we need to discuss.
谢谢你 莫衣娜 谢谢你做的一切  Thanks again, E, for everything.
我应该你给你多少钱  How much do I owe you for...
你别来这套 只要保证我是  Pish  posh, darling. Your bill will be covered by my fee...
超能先生 弹力女超人 和破冰侠  for being Mr. Incredible, Elastigirl,
在全宇宙范围里  and Frozone's exclusive designer...
唯一个超能装设计师 期限是永远永远  throughout the known universe and until the end of time.
至于照顾这个小家伙  But babysitting this one...
我分文不取 亲爱的  I do for free, darling.
我要是你  I would resist
就不会随意乱动  the temptation to stretch.
这里的气温比冰点还要低很多度  The temperature around you is well below freezing.
要是你乱动的话 胳膊会断的  Try to stretch and you'll break.
这么看来你才是真的屏霸  So, you're the Screenslaver.
也是 也不是  Yes and no.
应该是说我创造了这个形象  Let's say, I created the character
你提前录下了他要说的话  and pre  recorded the messages.
你哥哥知道吗  Does Winston know?
你问他知道我是屏霸吗 他当然不知道  That I'm the Screenslaver? Of course not.
他要是拿到了我的催眠技术  Can you imagine what Mr. Free Enterprise
为了盈利还不知道要做出什么事情  would do with my hypnosis technology?
他要做的事 难道会比你做的更坏么  Worse than what you're doing?
我是在利用技术来破除  Hey, I'm using the technology
人们对技术的迷信和过度依赖  to destroy people's trust in it.
就像我利用超人们一样  Like I'm using superheroes.
我抓住的那个人是谁  Who did I put in jail?
就是个送披萨的  Pizza delivery guy.
他的身高体重很合适  Seemed the right height, build.
他让你好好的表演了一次  He gave you a pretty good fight.
应该说是我通过他  I should say I gave you
让你好好的表演了一次  a pretty good fight through him.
一个无辜的人进了监狱  But it doesn't bother you
你也不在乎吗  that an innocent man is in jail?
他的态度很差的 披萨都凉了  Eh, he was surly and the pizza was cold.
我本来很信任你  I counted on you.
所以你才失败了  That's why you failed.
什么  What?
你为什么要信任我呢 因为我给了你摩托车  Why would you count on me? Because I built you a bike?
因为我哥哥正好会唱  Because my brother knows the words
弹力女超人的那首主题曲  to your theme song?
我们谁也不了解谁  We don't know each other.
但是你仍然可以信任我  But you can count on me anyway.
我应该信任你对吗  I am supposed to, aren't I?
因为你有奇怪的超能力  Because you have some strange abilities
还穿着闪亮的超能装  and a shiny costume...
我们这些人就应该无条件的  the rest of us are supposed to put our lives
把性命交到你双手里吗  into your gloved hands.
我父亲就是这么想的  That's what my father believed.
有强盗想闯进我们家里的时候 我妈妈想藏起来  When our home was broken into, my mother wanted to hide.
我劝我父亲去安全屋里躲躲  Begged my father to use the safe room.
但父亲坚持要给那些超人朋友打电话求助  But Father insisted they call his superhero friends.
结果死了 死的毫无意义 而且愚蠢  He died, pointlessly, stupidly...
临死前还在等着超人来拯救  waiting for heroes to save the day.
你为什么要  But why would you...
你哥哥    他就是个孩子  Your brother...    Is a child!
他记得以前那个时代  He remembers the time
我们有父母 而且有超人  when we had parents and superheroes.
于是他就像个孩子一样 搞不清两者的区别  So, like a child, Winston conflates the two.
妈妈和爸爸丧生了 一定是因为超人离开导致的  Mommy and Daddy went away because supers went away.
我善良的父母真是傻瓜  Our sweet parents were fools
把自己的性命交到了一个超人的手里  to put their lives in anybody else's hands.
有了超人我们反而更软弱  Superheroes keep us weak.
你想要杀了我吗  Are you gonna kill me?
不  Nah.
利用你更好  Using you is better.
你可以帮助我让超人们永远不能  You're gonna help me make supers illegal...
重见天日  forever.
爸爸 爸爸  Dada. Dada.
好了吗 激光眼  Ready? Laser eyes.
停  Stop.
哇 好酷啊  Wow!    Yeah!
穿上这个  Yay, Jack  Jack!    Yeah, baby!
准备好开火  And that's not all. Watch this.
小杰 激光眼准备好了么  Jack  Jack, blaster ready?
不会吧    这真是太酷了  No way.    That is crazy cool.
我来 让我先用他开火  My turn. I get to blast him first!
让我来试试 我要玩嘛    把他给我  Let me try. I want him.    Give him to me.
嘿 我只是展示一下  Hey, I'm just demonstrating.
在咱们家里不许让宝宝随意开火 明白吗  No firing the baby around the house, you understand?
这样玩 很可能会有危险  This is potentially dangerous...
而且我们要教他控制自己的力量 好吗  and we're trying to teach him to control his powers, okay?
先停下 看屏幕  Stop. See the screen.
他消失了 简直太厉害了  He vanished! That's really cool!
对 很好 看着屏幕  Okay, good. Use the thing.
这就是现在的读数 点一下 看到了吗  That's the current readout. Click it. See the readout?
第四维度 看到了这个形状没  Dimension four. See the shape?
这就是我们家 看到他的相对位置了吗  That's the room. See where he is in relation?
找找他在哪  So, where is he?
在那  He's... there!
好的出来吧 好吃的饼干  Okay. Come out. Num  num cookie?
耶 小杰最棒  Yay, Jack  Jack!    Yeah, Jack  Jack!
真是太酷了  That's really cool.
喂    弹力女超人有麻烦了  Hello?    Elastigirl's in trouble.
什么 出什么事了  What? What happened to her?
抱歉告诉你这个坏消息  Sorry to tell you on the phone.
来迪沃科技的船上找我  Meet me on our ship at DEVTECH.
迪沃科技的船 我十五分钟后到  The ship at DEVTECH. I'll be there in 15 minutes.
迪沃科技的船 什么事啊  What's at the ship at DEVTECH?
是鲁修斯么 我是鲍勃 何莉有麻烦了  Lucius? Bob. Helen's in trouble.
我需要你帮忙照看孩子  I need someone to watch the kids.
穿上超能服 情况可能不对  Suit up. It might get weird.
我马上去 尽快 最多一刻钟就到  I'll be there. ASAP. Fifteen tops.
你马上要去哪  Where are you going ASAP?
你最好马上回来  You better be back ASAP!
别碰那衣服  And leaving that suit.
我先走了 很快就回来  I gotta go. I'll be home soon.
鲁修斯叔叔马上到  Lucius will be here sooner.
不许在家里用小杰开炮玩  No firing the baby around the house, okay?
迪沃科技的船上到底有什么  What's at the ship at DEVTECH?
你出去干嘛还要穿超能装啊  And why are you in your Supersuit?
那是妈妈的超能装吗  Is that Mom's supersuit?
也许要用 说不好的  She may need it. You never know.
是不是发生什么事了  What's going on?
爸爸刚才说鲁修斯叔叔会过来  I don't know, but Dad called Lucius
我好像听到妈妈的名字  after getting a call about Mom...
之后他就出去了  and then left.
我以为你不会再做超人了呢  I thought you renounced superheroes.
是啊 之前的话当我没说  Yeah, well, I renounce my renunciation.
把它穿上  Put that on.
你好啊 小家伙  Hello there, little fella.
你好  Hello.
你们在家不安全  You kids aren't safe.
迪沃公司叫我来…  The Deavors sent us to take you...
不用这么多人吧  Well, isn't that redundant?
迪沃先生叫我来保护好房子  The Deavors just sent me here to guard the house.
因为孩子们不太安全  'Cause the kids aren't safe.
可能人员安排上出了点问题  I get it, managerial screw  up.
告诉文斯顿我来搞定  Tell Winston I handled it.
请问你是 超夜侠  You understand, Ms...
穿越侠女士  Voyd.
穿越侠女士  Ms. Voyd.
路上注意安全  Drive safely.
问题是 老板交代我们也要带上你  The thing is, he wants us to bring you, too.
嘿  Hey.
这样拖不了多久  That isn't gonna hold them long.
小飞 带小杰走  Dash, grab the baby!
分头去追  Spread out!
小飞  Dash!
小飞开车走  We gotta get to my car.
这是怎么回事  What? What's going on?
小家伙  Little fella!
起作用了  It worked!
超人跑车 打开窗户  Incredibile, windows down!
上车  Dive in!
这里是超人跑车 准备设置声控指令  Incredibile, set voice identification.
请大声的说出你的名字  Loudly, say your names.
巴小倩    巴小飞  Violet Parr.    Dashiell Robert Parr.
鲁修斯  Lucius!
超人跑车 快走  Incredibile, escape!
跟我说说什么情况  Fill me in!
有一条好消息 一条坏消息 找到她了  Good news and bad news. We found her.
身体应该没有受伤  She seems physically fine
她遇到屏霸 交手一次后  but she's had an encounter with Screenslaver...
行为就有些奇怪了 她在这  and she's acting kind of strange. In here.
怎么个奇怪法  Strange how?
荷莉  Helen?
荷莉 你干嘛  Helen, what are you...
荷莉 是我  Helen, it's me.
超能跑车 路边停下  Incredibile, pull over.
我们不能去找衣夫人  We can't go to E's.
你看到他们给鲁修斯叔叔带的眼镜吗  You saw those goggles they put on Lucius.
那些超人们 他们都带眼镜  They were wearing them, too.
他们一定都是被某个人控制了  They're all under someone's control.
那个人很可能也是这样控制了妈妈  They've probably done the same to Mom.
有坏蛋在追我们  Okay. Bad guys after us.
没有妈妈 没有妈妈  No Mom, no Dad.
没有鲁修斯叔叔  No Lucius.
但是我们有超能力 还有这辆车  But we have our powers, this car...
还有什么  and... what?
超能跑车 带我们去迪沃科技大楼  Incredibile, take us to DEVTECH.
那几个孩子坐跑车逃走了  The kids have escaped in a tricked  out car,
但是我们抓住了酷冰侠  but we got Frozone.
马上把他带到正义号上来  Bring him to the ship at DEVTECH immediately.
船开走了  Aw, we missed 'em!
要是超能跑车能帮我追上那艘船就好了  Oh, I wish the Incredibile could follow that boat.
你干了什么    我不知道  What did you do?    I don't know.
你到底干了什么    我什么都没干  What did you do?    I didn't do anything!
我说什么这车就做什么  Wow, this car does anything I say.
现在情况可不太妙  We didn't plan this well.
怎么会 我们都到这了  What do you mean? We're here, aren't we?
对 我们是在这  Yes, we're here.
可我们需要去的是上面  We need to be up there.
嘿  Hey...
这辆超能跑车会不会正好配备了弹射座椅  What if the Incredibile has ejector seats?
慢着 什么 不要  Wait, what? No.
没错    不 别再乱说…  Yeah, baby!    No, don't say any more...
最大功率 发射  Max power! Launch!
快点  Come on.
你们好 很高兴你们能来  Hello! Glad you could come.
欢迎来参加仪式  Welcome to the conference.
我们的主角们都去哪了  Our stars, where are they?
仪式就要开始了  The event's about to start.
他们不想抢了其他人的风头  They didn't want to upstage the others.
签字仪式开始后 他们会来的  They'll join for the signing.
欢迎登船今天我们有特别节目  Welcome, guests! You're in for a treat.
我们的正义号是整地球上最大的一艘水翼船  This ship is the largest hydrofoil on the planet.
所以大家要抓紧了  So, hold onto something...
因为我们马上就要出发了  because we're going to open her up!
我们必须找到妈妈和爸爸 你待在这  We need to find Mom and Dad. Stay here.
我出去找他们  I'm gonna search for them.
慢着 不是你看着小杰吗  Wait! Who's gonna watch Jack  Jack?
别废话了 我很快就回来  Suck it up. I won't be long.
等等…等一下  Wait. Wait, but, but wait!
听着巴小飞 爸爸妈妈有麻烦了  This is important. They are in trouble.
全靠我们了 靠我们了 你能明白吧  It's up to us. To us, understand?
赶紧好好哄哄他 安静  Keep him amused but quiet!
嘘 安静  Shh! Quiet!
小杰  Jack  Jack?
小杰 小杰  Jack  Jack? Jack  Jack!
小杰  Jack  Jack!
那几个超人不知道我们在这了  The mesmerized supers know we're here...
不过我找到了爸爸妈妈 小杰去哪了  but I found Mom and Dad... Where's Jack  Jack?
你把他丢了 我就让你干这么一件事  You lost him? I gave you one thing to do!
我有办法 有追踪器  The tracker. Use the tracker.
他在往上走  He's going up?
他是在电梯里    我们走  He's in an elevator.    Let's go!
嘿小朋友 你爸妈在哪  Hey, little baby. Where are your parents?
各位 他们来了  And here they are, folks!
就是他们让这一切变为可能  The supers who started this whole thing.
我说过了他们会准时到达  I told you they'd be there in time.
你给他们做新面具了  Hey, did you make them new masks?
是啊 夜视功能什么的  Yeah. Night vision, et cetera...
很好看 对吧  They look good, right?
很简单的 他都会做  So simple, even he can do it.
